,smiles,prop,SET,data
0,<delaney>|CC(C)(C)CCO,-0.5,train,delaney
329,<delaney>|CCCC(=O)OC,-1.92,train,delaney
330,<delaney>|Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F,-7.28,train,delaney
331,<delaney>|Oc1cccc2ncccc12,-2.54,train,delaney
332,<delaney>|Cn2cc(c1ccccc1)c(=O)c(c2)c3cccc(c3)C(F)(F)F,-4.445,train,delaney
333,<delaney>|Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl,-8.01,train,delaney
334,<delaney>|ClC(Cl)C(Cl)Cl,-1.74,train,delaney
335,<delaney>|CC2(C)C1CCC(C)(C1)C2=O,-1.85,train,delaney
336,<delaney>|CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,-3.24,train,delaney
337,<delaney>|Nc1ccccc1O,-0.72,train,delaney
338,<delaney>|CC2=CC(=O)c1ccccc1C2=O,-3.03,train,delaney
339,<delaney>|O=C1NC(=O)c2ccccc12,-2.61,train,delaney
340,<delaney>|BrC(Br)Br,-1.91,train,delaney
341,<delaney>|COc1ccc(C=CC)cc1,-3.13,train,delaney
342,<delaney>|Cc1ccc(Cl)cc1,-3.08,train,delaney
343,<delaney>|Clc1ccc(cc1)N(=O)=O,-2.92,train,delaney
344,<delaney>|CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34,train,delaney
345,<delaney>|c1cncnc1,1.1,train,delaney
346,<delaney>|CCC#N,0.28,train,delaney
347,<delaney>|CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,0.523,train,delaney
348,<delaney>|CCCCCCCCCCCC(=O)OC,-4.69,train,delaney
349,<delaney>|CCCCCC(=O)OCC,-2.35,train,delaney
350,<delaney>|CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.8,train,delaney
351,<delaney>|CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,train,delaney
352,<delaney>|CCN2c1cc(OC)cc(C)c1NC(=O)c3cccnc23,-5.153,train,delaney
353,<delaney>|CCC(C)CO,-0.47,train,delaney
354,<delaney>|CCCCO,0.0,train,delaney
355,<delaney>|CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-4.15,train,delaney
356,<delaney>|CC(C)O,0.43,train,delaney
357,<delaney>|COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19,train,delaney
358,<delaney>|Brc1cccc(Br)c1,-3.54,train,delaney
359,<delaney>|CCN(=O)=O,-0.22,train,delaney
360,<delaney>|CCOC(=O)CC(=O)OCC,-0.82,train,delaney
361,<delaney>|O=c1[nH]cnc2nc[nH]c12,-2.296,train,delaney
362,<delaney>|CCC(C)CCO,-0.71,train,delaney
363,<delaney>|CN(=O)=O,0.26,train,delaney
364,<delaney>|CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23,-4.207,train,delaney
365,<delaney>|Nc2nc1[nH]cnc1c(=O)[nH]2,-3.583,train,delaney
366,<delaney>|Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,train,delaney
367,<delaney>|OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41,train,delaney
368,<delaney>|CCOC(=O)c1ccccc1,-2.32,train,delaney
369,<delaney>|CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89,train,delaney
370,<delaney>|CC1CCCO1,0.11,train,delaney
371,<delaney>|Fc1ccccc1Br,-2.7,train,delaney
372,<delaney>|Brc1ccccc1Br,-3.5,train,delaney
373,<delaney>|COP(=S)(OC)Oc1ccc(SC)c(C)c1,-4.57,train,delaney
374,<delaney>|O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39,train,delaney
375,<delaney>|C=CCCC=C,-2.68,train,delaney
376,<delaney>|FC(F)(Cl)C(F)(F)Cl,-2.74,train,delaney
377,<delaney>|CCOC(=O)CC,-0.66,train,delaney
378,<delaney>|CCCCOC(=O)c1ccc(N)cc1,-3.082,train,delaney
379,<delaney>|Brc1cc(Br)cc(Br)c1,-5.6,train,delaney
380,<delaney>|Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl,-8.56,train,delaney
381,<delaney>|COCC(=O)N(C(C)C(=O)OC)c1c(C)cccc1C,-1.601,train,delaney
382,<delaney>|O=C1N(COC(=O)CCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.678,train,delaney
383,<delaney>|ClCCCCl,-1.62,train,delaney
384,<delaney>|NC(=O)NCc1ccccc1,-0.95,train,delaney
385,<delaney>|CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,train,delaney
386,<delaney>|CCCCCCCCCCCCO,-4.8,train,delaney
387,<delaney>|CCOC(=O)c1ccccc1C(=O)OCC,-2.35,train,delaney
388,<delaney>|CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,train,delaney
389,<delaney>|CCC(O)(CC)CC,-0.85,train,delaney
390,<delaney>|CBr,-0.79,train,delaney
391,<delaney>|Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O,-3.953,train,delaney
392,<delaney>|Cc1ccc(C)cc1,-2.77,train,delaney
393,<delaney>|Cc2cnc1cncnc1n2,-0.8540000000000001,train,delaney
394,<delaney>|Oc1ccccc1Cl,-1.06,train,delaney
395,<delaney>|CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,-4.02,train,delaney
396,<delaney>|OCC(O)C(O)C(O)C(O)CO,1.09,train,delaney
397,<delaney>|CC(O)c1ccccc1,-0.92,train,delaney
398,<delaney>|CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0,train,delaney
399,<delaney>|Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,train,delaney
400,<delaney>|c1ccc2cnccc2c1,-1.45,train,delaney
401,<delaney>|CCCC(=O)C,-0.19,train,delaney
402,<delaney>|CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc12,-5.233,train,delaney
403,<delaney>|CC(C)C(C)(C)C,-4.36,train,delaney
404,<delaney>|COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22,train,delaney
405,<delaney>|NC(=O)NC1NC(=O)NC1=O,-1.6,train,delaney
406,<delaney>|Clc1cccc(Cl)c1c2ccccc2,-5.21,train,delaney
407,<delaney>|CC(=O)Nc1ccc(cc1)N(=O)=O,-2.692,train,delaney
408,<delaney>|c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6,train,delaney
409,<delaney>|Clc1cccc(Br)c1,-3.21,train,delaney
410,<delaney>|C1CCOCC1,-0.03,train,delaney
411,<delaney>|CCCSCCC,-2.58,train,delaney
412,<delaney>|Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.6,train,delaney
413,<delaney>|CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,-6.96,train,delaney
414,<delaney>|CCCCCC(C)C,-5.08,train,delaney
415,<delaney>|COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O,-3.638,train,delaney
416,<delaney>|Cc1ccc(cc1)N(=O)=O,-2.49,train,delaney
417,<delaney>|CCN(CC)c1c(cc(c(N)c1N(=O)=O)C(F)(F)F)N(=O)=O,-5.47,train,delaney
418,<delaney>|CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,train,delaney
419,<delaney>|Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.82,train,delaney
420,<delaney>|C1CCC=CCC1,-3.18,train,delaney
421,<delaney>|O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,-2.39,train,delaney
422,<delaney>|OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F,-1.8,train,delaney
423,<delaney>|CCN2c1ncccc1N(C)C(=O)c3cccnc23,-2.62,train,delaney
424,<delaney>|CCCCCCCCC,-5.88,train,delaney
425,<delaney>|CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-2.016,train,delaney
426,<delaney>|CC/C=C\C,-2.54,train,delaney
427,<delaney>|Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915,train,delaney
428,<delaney>|CC(C)c1ccc(C)cc1,-3.77,train,delaney
429,<delaney>|CC1CC(C)C(=O)C(C1)C(O)CC2CC(=O)NC(=O)C2,-1.13,train,delaney
430,<delaney>|CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,-4.862,train,delaney
431,<delaney>|CCOP(=S)(OCC)SCSC(C)(C)C,-4.755,train,delaney
432,<delaney>|O=C1NCCN1c2ncc(s2)N(=O)=O,-3.22,train,delaney
433,<delaney>|CC(C)CCOC=O,-1.52,train,delaney
434,<delaney>|C=CC#N,0.15,train,delaney
435,<delaney>|CN(C)C(=O)Nc1ccc(Cl)cc1,-2.89,train,delaney
436,<delaney>|C,-0.9,train,delaney
437,<delaney>|COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,train,delaney
438,<delaney>|CC1(C)C2CCC1(C)C(=O)C2,-1.96,train,delaney
439,<delaney>|CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,train,delaney
440,<delaney>|COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,-4.16,train,delaney
441,<delaney>|Oc1ccc(cc1)c2ccccc2,-3.48,train,delaney
442,<delaney>|Clc1ccc(cc1)c2ccc(Cl)cc2,-6.56,train,delaney
443,<delaney>|CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176,train,delaney
444,<delaney>|CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23,-4.871,train,delaney
445,<delaney>|CCCCCCCBr,-4.43,train,delaney
446,<delaney>|c1ccc2c(c1)c3cccc4cccc2c34,-6.0,train,delaney
447,<delaney>|Cc1ccc(C)c2ccccc12,-4.14,train,delaney
448,<delaney>|O=C2NC(=O)C1(CCCCC1)C(=O)N2,-3.06,train,delaney
449,<delaney>|CCCCCCCCCCCCCCO,-5.84,train,delaney
450,<delaney>|CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,-4.925,train,delaney
451,<delaney>|CCCCCCCCC(=O)OC,-3.38,train,delaney
452,<delaney>|Cc1ccc(N)cc1,-1.21,train,delaney
453,<delaney>|CC(OC(=O)Nc1cccc(Cl)c1)C#C,-2.617,train,delaney
454,<delaney>|COc2cnc1cncnc1n2,-0.91,train,delaney
455,<delaney>|CCCCC(=O)C,-0.8,train,delaney
456,<delaney>|CCCCc1ccccc1,-4.06,train,delaney
457,<delaney>|CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,-4.883,train,delaney
458,<delaney>|c1ccccc1,-1.64,train,delaney
459,<delaney>|Cc1ccc(C)c(C)c1,-3.31,train,delaney
460,<delaney>|CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-3.896,train,delaney
461,<delaney>|CC(=C)C(=C)C,-2.4,train,delaney
462,<delaney>|CC1(C)C2CCC1(C)C(O)C2,-2.32,train,delaney
463,<delaney>|O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,-2.658,train,delaney
464,<delaney>|O=Cc1ccco1,-0.1,train,delaney
465,<delaney>|Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,-4.09,train,delaney
466,<delaney>|CCCCCCC,-4.53,train,delaney
467,<delaney>|CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.839,train,delaney
468,<delaney>|ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8,train,delaney
469,<delaney>|OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-3.604,train,delaney
470,<delaney>|ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-6.86,train,delaney
471,<delaney>|CCOP(=S)(OCC)SCSCC,-4.11,train,delaney
472,<delaney>|Cc1cc(=O)n(c2ccccc2)n1C,0.715,train,delaney
473,<delaney>|CCCCC=O,-0.85,train,delaney
474,<delaney>|Nc1nccs1,-0.36,train,delaney
475,<delaney>|CC(C)(C)c1ccccc1,-3.66,train,delaney
476,<delaney>|O=N(=O)c1cccc2ccccc12,-3.54,train,delaney
477,<delaney>|CCC1(C(=O)NC(=O)NC1=O)c2ccccc2,-2.322,train,delaney
478,<delaney>|CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.17,train,delaney
479,<delaney>|CCC1(C(=O)NCNC1=O)c2ccccc2,-2.64,train,delaney
480,<delaney>|CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,train,delaney
481,<delaney>|CC=CC=O,0.32,train,delaney
482,<delaney>|Cc1ccc(O)c(C)c1,-1.19,train,delaney
483,<delaney>|CCCC(C)(COC(N)=O)COC(N)=O,-1.807,train,delaney
484,<delaney>|Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl,-7.43,train,delaney
485,<delaney>|CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,train,delaney
486,<delaney>|Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34,-3.19,train,delaney
487,<delaney>|O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,-2.593,train,delaney
488,<delaney>|CCCCCCCCCCCCCCCCCCCC,-8.172,train,delaney
489,<delaney>|O=C1NC(=O)NC(=O)C1(C(C)C)C(C)C,-2.766,train,delaney
490,<delaney>|CCCCCCCC(C)O,-2.74,train,delaney
491,<delaney>|Nc1ccc(cc1)N(=O)=O,-2.37,train,delaney
492,<delaney>|Cc1ccccc1Cl,-3.52,train,delaney
493,<delaney>|O=C1NC(=O)NC(=O)C1(C)CC,-1.228,train,delaney
494,<delaney>|CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-3.999,train,delaney
495,<delaney>|CC(C)C(C)C(C)C,-4.8,train,delaney
496,<delaney>|CC/C=C/C,-2.54,train,delaney
497,<delaney>|ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,train,delaney
498,<delaney>|CCCC(C)O,-0.29,train,delaney
499,<delaney>|Clc1ccc(cc1)c2c(Cl)cccc2Cl,-6.14,train,delaney
500,<delaney>|CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23,-6.005,train,delaney
501,<delaney>|c1(O)c(C)ccc(C(C)C)c1,-2.08,train,delaney
502,<delaney>|CCC(C)C(=O)C,-0.67,train,delaney
503,<delaney>|CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,train,delaney
504,<delaney>|ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64,train,delaney
505,<delaney>|C=CC=O,0.57,train,delaney
506,<delaney>|Cc1ccccc1N(=O)=O,-2.33,train,delaney
507,<delaney>|c1(C#N)c(Cl)c(C#N)c(Cl)c(Cl)c(Cl)1,-5.64,train,delaney
508,<delaney>|CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57,train,delaney
509,<delaney>|CCCC(=O)CC,-0.83,train,delaney
510,<delaney>|CCCCCC(C)O,-1.55,train,delaney
511,<delaney>|CC(C)OC=O,-0.63,train,delaney
512,<delaney>|CC(=C)C1CC=C(C)C(=O)C1,-2.06,train,delaney
513,<delaney>|ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,train,delaney
514,<delaney>|C/C1CCC(\C)CC1,-4.47,train,delaney
515,<delaney>|OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl,-1.84,train,delaney
516,<delaney>|CCCC/C=C/C,-3.82,train,delaney
517,<delaney>|c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl),-5.43,train,delaney
518,<delaney>|CC(C)OC(C)C,-1.1,train,delaney
519,<delaney>|O=C1NC(=O)C(=O)C(=O)N1,-1.25,train,delaney
520,<delaney>|ClCCC#N,-0.29,train,delaney
521,<delaney>|CCCCCCBr,-3.81,train,delaney
522,<delaney>|C1N(C(=O)NCC(C)C)C(=O)NC1,-2.15,train,delaney
523,<delaney>|CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.334,train,delaney
524,<delaney>|Cc1cc(=O)[nH]c(=S)[nH]1,-2.436,train,delaney
525,<delaney>|c2cnc1ncncc1n2,0.02,train,delaney
526,<delaney>|NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl,-2.63,train,delaney
527,<delaney>|CCCOC=O,-0.49,train,delaney
528,<delaney>|CCCCC(O)CC,-1.47,train,delaney
529,<delaney>|CC1=CC(=O)CC(C)(C)C1,-1.06,train,delaney
530,<delaney>|Nc1nc(=O)[nH]cc1F,-0.972,train,delaney
531,<delaney>|CCCCCCCCCCCCCCCO,-6.35,train,delaney
532,<delaney>|Nc1cccc(Cl)c1,-1.37,train,delaney
533,<delaney>|CCc1ccccc1CC,-3.28,train,delaney
534,<delaney>|CCC(O)CC,-0.24,train,delaney
535,<delaney>|COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72,train,delaney
536,<delaney>|CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57,train,delaney
537,<delaney>|CCCC=C(CC)C=O,-2.46,train,delaney
538,<delaney>|ClCC,-1.06,train,delaney
539,<delaney>|c1ccccc1NC(=O)c2c(O)cccc2,-3.59,train,delaney
540,<delaney>|COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,-3.571,train,delaney
541,<delaney>|N(c1ccccc1)c2ccccc2,-3.504,train,delaney
542,<delaney>|O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C,-2.253,train,delaney
543,<delaney>|CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,-5.27,train,delaney
544,<delaney>|c1ccc(cc1)c2ccc(cc2)c3ccccc3,-7.11,train,delaney
545,<delaney>|CCN2c1ncccc1N(C)C(=S)c3cccnc23,-4.634,train,delaney
546,<delaney>|NNc1ccccc1,0.07,train,delaney
547,<delaney>|CCCCCC#C,-3.01,train,delaney
548,<delaney>|BrC(Br)(Br)Br,-3.14,train,delaney
549,<delaney>|CCCN(=O)=O,-0.8,train,delaney
550,<delaney>|COc1ccccc1N(=O)=O,-1.96,train,delaney
551,<delaney>|Cc1ncnc2nccnc12,-0.466,train,delaney
552,<delaney>|Cc1ccc(O)cc1C,-1.38,train,delaney
553,<delaney>|OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571000000000001,train,delaney
554,<delaney>|CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.338,train,delaney
555,<delaney>|Sc2nc1ccccc1s2,-3.18,train,delaney
556,<delaney>|Nc3ccc2cc1ccccc1cc2c3,-5.17,train,delaney
557,<delaney>|CCC(C)(C)Cl,-2.51,train,delaney
558,<delaney>|C1CCOC1,0.49,train,delaney
559,<delaney>|CSC,-0.45,train,delaney
560,<delaney>|c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,-9.018,train,delaney
561,<delaney>|CC(C)C(Nc1ccc(cc1Cl)C(F)(F)F)C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.003,train,delaney
562,<delaney>|CCOc1ccc(NC(N)=O)cc1,-2.17,train,delaney
563,<delaney>|ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl,-4.92,train,delaney
564,<delaney>|CCN2c1ccccc1N(C)C(=O)c3cccnc23,-3.324,train,delaney
565,<delaney>|Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-7.92,train,delaney
566,<delaney>|Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1,-6.01,train,delaney
567,<delaney>|Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-7.15,train,delaney
568,<delaney>|Oc1ccc(Cl)cc1,-0.7,train,delaney
569,<delaney>|CN(C)C(=O)SCCCCOc1ccccc1,-3.927,train,delaney
570,<delaney>|CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,-3.15,train,delaney
571,<delaney>|c2ccc1scnc1c2,-1.5,train,delaney
572,<delaney>|CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,-4.7,train,delaney
573,<delaney>|CC1=CCC(CC1)C(C)=C,-4.26,train,delaney
574,<delaney>|CCCCCCCC(=O)OC,-3.17,train,delaney
575,<delaney>|ClCBr,-0.89,train,delaney
576,<delaney>|c2c(C)cc1nc(C)ccc1c2,-1.94,train,delaney
577,<delaney>|COP(=S)(OC)SCC(=O)N(C)C=O,-1.995,train,delaney
578,<delaney>|CC(=O)OCC(=O)C3(O)C(CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)OC(C)=O,-4.13,train,delaney
579,<delaney>|N#Cc1ccccc1C#N,-2.38,train,delaney
580,<delaney>|CC(C)CC(C)(C)O,-0.92,train,delaney
581,<delaney>|COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02,train,delaney
582,<delaney>|Clc1ccccc1N(=O)=O,-2.55,train,delaney
583,<delaney>|COC(=O)C,0.46,train,delaney
584,<delaney>|Oc2cc(O)c1C(=O)CC(Oc1c2)c3ccc(O)c(O)c3,-3.62,train,delaney
585,<delaney>|C1CCC2CCCCC2C1,-5.19,train,delaney
586,<delaney>|Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7,train,delaney
587,<delaney>|C(Cc1ccccc1)c2ccccc2,-4.62,train,delaney
588,<delaney>|O=C1NC(=O)NC(=O)C1(CC=C)CC=C,-2.077,train,delaney
589,<delaney>|Cc1cccc(N)c1,-0.85,train,delaney
590,<delaney>|CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,train,delaney
591,<delaney>|CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19,train,delaney
592,<delaney>|CO,1.57,train,delaney
593,<delaney>|CCCCC(=O)CCCC,-2.58,train,delaney
594,<delaney>|Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl,-8.6,train,delaney
595,<delaney>|CCCOC,-0.39,train,delaney
596,<delaney>|NC(=O)c1cccnc1,0.61,train,delaney
597,<delaney>|Cn1ccc(=O)[nH]c1=O,-0.807,train,delaney
598,<delaney>|O=C1c2ccccc2C(=O)c3ccccc13,-5.19,train,delaney
599,<delaney>|CCCOC(=O)CC,-0.82,train,delaney
600,<delaney>|C1CCCCCCC1,-4.15,train,delaney
601,<delaney>|ClC(Cl)(Cl)C#N,-2.168,train,delaney
602,<delaney>|O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,train,delaney
603,<delaney>|Nc2cnn(c1ccccc1)c(=O)c2Cl,-2.878,train,delaney
604,<delaney>|Cc1cccc(C)c1C,-3.2,train,delaney
605,<delaney>|Oc1cccc(Cl)c1Cl,-1.3,train,delaney
606,<delaney>|Cc1cccc2c1Cc3ccccc32,-5.22,train,delaney
607,<delaney>|c1(O)cc(O)ccc1CCCCCC,-2.59,train,delaney
608,<delaney>|Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,train,delaney
609,<delaney>|CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C,-4.37,train,delaney
610,<delaney>|CCNc1nc(Cl)nc(n1)N(CC)CC,-4.06,train,delaney
611,<delaney>|c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.804,train,delaney
612,<delaney>|OC1CCCCCCC1,-1.29,train,delaney
613,<delaney>|O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886,train,delaney
614,<delaney>|C2c1ccccc1N(CCF)C(=O)c3ccccc23,-4.799,train,delaney
615,<delaney>|CC4CC3C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC3(C)C4(O)C(=O)COC(C)=O,-4.9,train,delaney
616,<delaney>|COC(=O)c1cccnc1,-0.46,train,delaney
617,<delaney>|CCCCCC=O,-1.3,train,delaney
618,<delaney>|CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-5.184,train,delaney
619,<delaney>|CC(C)C(O)C(C)C,-1.22,train,delaney
620,<delaney>|c1ccncc1,0.76,train,delaney
621,<delaney>|CCCCCCCC,-5.24,train,delaney
622,<delaney>|CCN(CC)c1nc(Cl)nc(NC(C)C)n1,-3.785,train,delaney
623,<delaney>|COc1ccccc1Cl,-2.46,train,delaney
624,<delaney>|CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O,-3.85,train,delaney
625,<delaney>|ClCC(Cl)(Cl)Cl,-2.18,train,delaney
626,<delaney>|CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O,-4.743,train,delaney
627,<delaney>|COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62,train,delaney
628,<delaney>|O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,-2.369,train,delaney
629,<delaney>|OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5,-4.445,train,delaney
630,<delaney>|CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,-3.658,train,delaney
631,<delaney>|COc1ccccc1,-1.85,train,delaney
632,<delaney>|Nc1ccccc1,-0.41,train,delaney
633,<delaney>|Cl\C=C/Cl,-1.3,train,delaney
634,<delaney>|c1c(Cl)cccc1c2ccccc2,-4.88,train,delaney
635,<delaney>|c2ccc1NCCc1c2,-1.04,train,delaney
636,<delaney>|c1ccc(cc1)c2ccccc2,-4.345,train,delaney
637,<delaney>|CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,train,delaney
638,<delaney>|CCCCCCCCCC(=O)OCC,-4.1,train,delaney
639,<delaney>|CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,train,delaney
640,<delaney>|Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl,-7.66,train,delaney
641,<delaney>|Oc1ccc(O)cc1,-0.17,train,delaney
642,<delaney>|CSSC,-1.44,train,delaney
643,<delaney>|CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.025,train,delaney
644,<delaney>|ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307,train,delaney
645,<delaney>|Clc1cccc(I)c1,-3.55,train,delaney
646,<delaney>|CC(C)SC(C)C,-2.24,train,delaney
647,<delaney>|CSc1nnc(c(=O)n1N)C(C)(C)C,-2.253,train,delaney
648,<delaney>|C1CCC=CC1,-2.59,train,delaney
649,<delaney>|CC(=O)N,1.58,train,delaney
650,<delaney>|CCCCCCCCCCCCCC,-7.96,train,delaney
651,<delaney>|Oc1cc(Cl)cc(Cl)c1,-1.34,train,delaney
652,<delaney>|ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.29,train,delaney
653,<delaney>|CCOC=C,-0.85,train,delaney
654,<delaney>|O=C1NC(=O)C(=O)N1,-0.4,train,delaney
