,smiles,prop,SET,data
718,<lipo>|CC(C)c1nnc2ccc(cn12)c3ocnc3c4cc(F)ccc4F,2.44,train,lipo
719,<lipo>|CN(C)CC(O)COc1ccc(Nc2ncc(C)c(Nc3ccccc3)n2)cc1,2.0,train,lipo
720,<lipo>|COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,1.65,train,lipo
721,<lipo>|O=C(CCc1ccccc1)c2ccccc2,3.77,train,lipo
722,<lipo>|CCC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccccn4,0.8,train,lipo
723,<lipo>|OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,2.26,train,lipo
724,<lipo>|C[C@](N)(Cc1ccccc1)c2ccccc2,1.7,train,lipo
725,<lipo>|CN(C)CCOc1ccc(cc1)c2oc3ncnc(NC[C@@H]4CCCO4)c3c2c5ccccc5,3.6,train,lipo
726,<lipo>|CN1CCN(CC1)S(=O)(=O)c2ccc(c(C)c2)c3cnc(N)c(n3)C(=O)Nc4cccnc4,2.6,train,lipo
727,<lipo>|Cc1c(Cl)c(ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2)C#N,2.19,train,lipo
728,<lipo>|CCOc1ccc(cc1)c2cnc3CCCCCn23,3.01,train,lipo
729,<lipo>|CCN(CC)CCOc1ccc(cc1OC)N(C)C(=O)c2ccc(cc2)c3ccc(cc3)C(F)(F)F,3.13,train,lipo
730,<lipo>|CN(CCNC[C@H](O)c1ccc(O)c2NC(=O)Sc12)C(=O)CCOCCc3ccccc3,1.21,train,lipo
731,<lipo>|COCCC(=O)N[C@@H](C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,3.05,train,lipo
732,<lipo>|Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,-0.37,train,lipo
733,<lipo>|FC(F)(F)c1cc(COCC(N2CCNCC2)c3ccccc3)cc(c1)C(F)(F)F,2.9,train,lipo
734,<lipo>|COCCC(=O)N(C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,3.23,train,lipo
735,<lipo>|Fc1ccc(NC(=S)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,3.4,train,lipo
736,<lipo>|c1cnc2cccnc2c1,0.89,train,lipo
737,<lipo>|Clc1ccccc1CNC(=O)c2ccccc2Oc3ccccc3,3.58,train,lipo
738,<lipo>|CCOc1ccc2C=CC(=O)Oc2c1,2.2,train,lipo
739,<lipo>|Nc1cc(nc(N)[n+]1[O-])N2CCCCC2,0.77,train,lipo
740,<lipo>|CC(C)c1ccc(Sc2cnc(O)c(c2)C(=O)NCc3ccccc3)cc1,3.7,train,lipo
741,<lipo>|Cc1c(Sc2ccc(Cl)cc2)c3cc(Cl)ccc3n1CC(=O)O,2.87,train,lipo
742,<lipo>|CCC(CC)NC(=O)c1cnn(C)c1NS(=O)(=O)c2ccc(C)cc2,0.36,train,lipo
743,<lipo>|COc1ccnc(NC2CCN(CC2)C(=O)c3ccc(Cl)cc3)c1,2.82,train,lipo
744,<lipo>|CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,2.77,train,lipo
745,<lipo>|C(CN1CCCC1)Oc2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,2.66,train,lipo
746,<lipo>|CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,3.76,train,lipo
747,<lipo>|Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCCC4)c23)ccc1OCc5ccccn5,2.87,train,lipo
748,<lipo>|CC1(C)Oc2ncnc(N)c2N=C1c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,1.32,train,lipo
749,<lipo>|O=C1CC2(CCCC2)CC(=O)N1CCCCN3CCN(CC3)c4ncccn4,2.19,train,lipo
750,<lipo>|OCC[C@@]1(CCCNC1)c2oc3ccccc3c2,0.12,train,lipo
751,<lipo>|Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cn3)N4CCOCC4,2.4,train,lipo
752,<lipo>|CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(c2)c3ccccn3)c(Cl)c1,2.84,train,lipo
753,<lipo>|CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(oc6C)C#N)c3C1=O,4.26,train,lipo
754,<lipo>|COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(Cl)ccn34)N5CCN(CC5)C(=O)C,4.2,train,lipo
755,<lipo>|Oc1cc(Cl)cc(Cl)c1,3.58,train,lipo
756,<lipo>|Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,3.04,train,lipo
757,<lipo>|O[C@@H](CNCCCOCCNCCc1cccc(Cl)c1)c2ccc(O)c3NC(=O)Sc23,-0.03,train,lipo
758,<lipo>|Nc1nc(N)nc(n1)c2ccc(Cl)cc2,2.12,train,lipo
759,<lipo>|CC(=O)Nc1ccc2CCN(c3cc(NC4CC4)n5ncc(C#N)c5n3)c2c1,3.3,train,lipo
760,<lipo>|Clc1ccc2N=C3NC(=O)CN3Cc2c1Cl,1.86,train,lipo
761,<lipo>|Cc1ccc2[nH]ccc2c1c3nc(cc(n3)C4(CC4)S(=O)(=O)C)N5CCOCC5,1.7,train,lipo
762,<lipo>|CCOc1ccc(cc1)c2cnc3CCCn23,2.65,train,lipo
763,<lipo>|O=C(N1CCCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,2.75,train,lipo
764,<lipo>|CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(NC(=O)C)cc4,2.9,train,lipo
765,<lipo>|COc1cc(F)ccc1c2cncc(CNC(C)C)c2,1.5,train,lipo
766,<lipo>|Fc1cccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)c1F,3.6,train,lipo
767,<lipo>|C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3nccnc13,3.15,train,lipo
768,<lipo>|COCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)OC)c3)c2n1,1.86,train,lipo
769,<lipo>|COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN4CCCCC4,3.3,train,lipo
770,<lipo>|COc1ccc(NC(=O)CSc2nnc(C)n2c3ccc(C)cc3)cc1,2.94,train,lipo
771,<lipo>|CC[C@@H](NC1=C(Nc2cccc(C(=O)N(C)C)c2O)C(=O)C1=O)c3ccccc3,2.14,train,lipo
772,<lipo>|CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3c(F)cncc3F)cn2,3.7,train,lipo
773,<lipo>|CN(C)CC(O)COc1ccc(Nc2cc(ncn2)N(CC#C)c3cc(Cl)ccc3Cl)cc1,2.8,train,lipo
774,<lipo>|C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CC5CC5C4)nc23,1.66,train,lipo
775,<lipo>|CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2,1.92,train,lipo
776,<lipo>|CC(C)CNc1nc(nc(NC2CCS(=O)(=O)C2)c1N)C#N,2.3,train,lipo
777,<lipo>|COc1cc(F)ccc1c2cncc(CNC(=O)c3ccccn3)c2,3.2,train,lipo
778,<lipo>|Cn1ccc2c(cccc12)c3nc(CS(=O)(=O)C)cc(n3)N4CCOCC4,2.0,train,lipo
779,<lipo>|CN(c1ccnc(Nc2cc(CN3CCOCC3)cc(c2)N4CCOCC4)n1)c5cc(CO)ccc5C,3.0,train,lipo
780,<lipo>|CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2O[C@H](C)C(=O)O)C(F)(F)F,-0.4,train,lipo
781,<lipo>|CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,2.77,train,lipo
782,<lipo>|CNc1nc(C)c(s1)c2nc(Nc3cccc(c3)N4CCCN(CC4)C(=O)C)ncc2C#N,3.2,train,lipo
783,<lipo>|CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Oc3ccc(cc3F)S(=O)(=O)C)c2C,3.7,train,lipo
784,<lipo>|COc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,1.24,train,lipo
785,<lipo>|Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)s1,2.41,train,lipo
786,<lipo>|CN(C)CC\C=C\1/c2ccccc2Sc3ccc(Cl)cc13,3.42,train,lipo
787,<lipo>|NC1(CCC1)c2ccc(cc2)c3ncc4nccn4c3c5ccccc5,1.3,train,lipo
788,<lipo>|COc1ccc(Cc2c(N)n[nH]c2N)cc1,0.2,train,lipo
789,<lipo>|CCOc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,3.1,train,lipo
790,<lipo>|Clc1cccc(Cl)c1\C(=C\n2cncn2)\OC3CCCCCC3,4.1,train,lipo
791,<lipo>|CNc1ncnc2c(CNc3cc(NC(=O)c4ccc5OCCOc5c4)ccc3C)cccc12,4.0,train,lipo
792,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3cc(F)ccc3F)c2cc1OC,2.9,train,lipo
793,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)NCc3ccccn3)C(=O)C(F)(F)F,2.15,train,lipo
794,<lipo>|Cc1nc(C)c(nc1C(=O)N)c2ccc3c(CC[C@@]34CC[C@@H](CC4)c5nnn[nH]5)c2,1.4,train,lipo
795,<lipo>|COc1ccc(cc1OC)S(=O)(=O)Nc2ccc(\C=C\C(=O)Nc3ccccc3N)cc2,2.56,train,lipo
796,<lipo>|O=C1C=C(N=C2C=CC=CN12)N3CCOCC3,1.0,train,lipo
797,<lipo>|Clc1ccc2[nH]ncc2c1,2.44,train,lipo
798,<lipo>|CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c3ccc(O)c4NC(=O)Sc34,2.41,train,lipo
799,<lipo>|COc1cc(O)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,-0.27,train,lipo
800,<lipo>|Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,-0.5,train,lipo
801,<lipo>|CC(N1NC(=O)C2=C(C1=O)C(=O)c3ccc(Cl)cc3N2)c4oc5ccccc5c4,2.1,train,lipo
802,<lipo>|CC(C)Oc1ccc(cc1C(=O)N2CCN(CC2)c3ccc(cc3)C(F)(F)F)S(=O)(=O)C,3.33,train,lipo
803,<lipo>|COc1ccccc1CN[C@H]2CCCN[C@H]2c3ccccc3,1.5,train,lipo
804,<lipo>|CC1(O)CN(C1)S(=O)(=O)c2ccc3C(=CNC(=O)c3c2)C(=O)NC[C@@H](O)CN4CCC(CC4)Oc5ccc(Cl)c(Cl)c5,2.54,train,lipo
805,<lipo>|CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,2.3,train,lipo
806,<lipo>|OC(=O)CNCCNc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,1.94,train,lipo
807,<lipo>|OC(=O)CCC[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4cc(F)ccc4[nH]3,1.95,train,lipo
808,<lipo>|COc1ccccc1CN(C)Cc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,1.52,train,lipo
809,<lipo>|CN(CCCc1ccccc1)S(=O)(=O)c2cc(C(=O)N3CCc4ccc(cc4C3)S(=O)(=O)NCCc5ccccc5)c(O)c(O)c2O,0.75,train,lipo
810,<lipo>|FC(F)(F)Oc1ccc(CNC(=O)C2N(CC3CC(F)(F)C3)C(=O)c4ccccc24)cc1,3.9,train,lipo
811,<lipo>|CC1CCC(CC(=O)Nc2cccc3ncccc23)CC1,3.56,train,lipo
812,<lipo>|COc1cc2nnc(C(=O)N)c(Nc3cc(C)ccc3F)c2cc1N4CCN(C)CC4,2.57,train,lipo
813,<lipo>|CC(C)OC(=O)N1CCC(CC1)Oc2ncnc3N(CCc23)c4ccc(cc4F)S(=O)(=O)C,3.4,train,lipo
814,<lipo>|C[C@H](CO)Nc1nc(SCc2occc2)nc3NC(=O)Sc13,2.21,train,lipo
815,<lipo>|C[C@@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3,2.72,train,lipo
816,<lipo>|COC(=O)N1CCN(C(CC(=O)NCc2ccc3OCOc3c2)C1)c4ccnc(n4)n5ccnc5,1.88,train,lipo
817,<lipo>|CCn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,2.97,train,lipo
818,<lipo>|COc1cc(ccc1Cn2cnc3ccc(NC(=O)CC4CCCC4)cc23)C(=O)NS(=O)(=O)c5ccccc5,0.9,train,lipo
819,<lipo>|CN(CCOc1ccc(NS(=O)(=O)C)cc1)CCc2ccc(NS(=O)(=O)C)cc2,0.6,train,lipo
820,<lipo>|CNC(=O)c1ccc(cc1)c2cc(C(=O)N[C@H]3CCCNC3)c(NC(=O)N)s2,0.7,train,lipo
821,<lipo>|Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2nccc3ccccc23)c4sc(O)nc14,2.35,train,lipo
822,<lipo>|Oc1ccc(Cl)cc1C(=O)Nc2ccccc2,2.9,train,lipo
823,<lipo>|CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(cc23)C(F)(F)F)cc1,0.29,train,lipo
824,<lipo>|C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,2.98,train,lipo
825,<lipo>|COc1ncc2C=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2n1,0.2,train,lipo
826,<lipo>|CC(C)Oc1cccc(CC(=O)N2CCC[C@@](CC[N+]34CCC(CC3)(CC4)c5ccccc5)(C2)c6ccc(Cl)c(Cl)c6)c1,1.23,train,lipo
827,<lipo>|Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,3.41,train,lipo
828,<lipo>|CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1.8,train,lipo
829,<lipo>|Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4ccc(cc4)c5nn[nH]n5)cc1Cl,1.53,train,lipo
830,<lipo>|O[C@@H](CNCCCOCCOCCc1cccc2ccccc12)c3ccc(O)c4NC(=O)Sc34,2.28,train,lipo
831,<lipo>|Cc1ccc(cc1)c2cccc(c2)c3nn[nH]n3,1.3,train,lipo
832,<lipo>|Cc1cccc(Br)c1C(=O)N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cccc3Cl)cc2)C(=O)O,-0.13,train,lipo
833,<lipo>|Cc1nc2ncnn2c(O)c1CCOC(=O)c3ccccc3F,0.99,train,lipo
834,<lipo>|CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCNCC3,-0.87,train,lipo
835,<lipo>|Fc1ccc(cc1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.12,train,lipo
836,<lipo>|Nc1nc2ccccc2n1C(=O)c3ccccc3,1.56,train,lipo
837,<lipo>|Nc1ncnc2c1ncn2Cc3ccccc3,1.53,train,lipo
838,<lipo>|CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,1.7,train,lipo
839,<lipo>|CN(C)CCCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4cccnn34)cc1,1.4,train,lipo
840,<lipo>|Cc1ccc(NC(=O)c2ccnc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccccn5)cc4,3.47,train,lipo
841,<lipo>|Cc1c(F)cc(cc1c2ccc(cn2)C(=O)NCC(C)(C)C)C(=O)NC3CC3,3.5,train,lipo
842,<lipo>|COc1cc(Nc2cc(Oc3cccnc3)ccn2)cc(OC)c1OC,2.66,train,lipo
843,<lipo>|O=C(NC1CCCC1)C(N(Cc2occc2)C(=O)c3ccc([nH]3)c4ccccc4)c5ccncc5,4.36,train,lipo
844,<lipo>|Clc1ccc2NC(=O)CN(C(c3ccccc3)c2c1)C(=O)c4occc4,3.0,train,lipo
845,<lipo>|Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4c(cccc34)C#N,0.52,train,lipo
846,<lipo>|OC1CS(=O)(=O)CC1N2CCC(CC2)c3ccccc3,1.4,train,lipo
847,<lipo>|CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccccc34)c2C(=O)N5C[C@@H](O)[C@@H](O)C5,1.18,train,lipo
848,<lipo>|Oc1ccc(CCNCCS(=O)(=O)CCCOCCc2ccccc2)c3sc(O)nc13,2.61,train,lipo
849,<lipo>|CCn1c(SCC(=O)Nc2c(cnn2c3ccccc3)C#N)nnc1c4cccs4,2.1,train,lipo
850,<lipo>|O=C1N(C(=Nc2c1cnn2c3ccccc3)c4occc4)c5ccccc5,3.29,train,lipo
851,<lipo>|O=C1N=C2C(=C1C#N)c3ccc(N4CCSCC4)c5cccc2c35,3.22,train,lipo
852,<lipo>|O=C1NN=C(Cc2ccccc2)c3ccccc13,2.8,train,lipo
853,<lipo>|NC(=O)c1cc(F)cc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,2.14,train,lipo
854,<lipo>|C[C@H](Nc1nc(Nc2ncc(C)s2)c(F)c(n1)N3CCOCC3)c4ncc(F)cn4,3.27,train,lipo
855,<lipo>|OC(=O)C(N1CCO[C@@H](CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C1)c4ccccc4,1.71,train,lipo
856,<lipo>|CN(C)C(=O)N[C@@H]1CC[C@@H](CCN2CCN(CC2)c3cccc(Cl)c3Cl)CC1,3.6,train,lipo
857,<lipo>|CCc1c(C)nc(SCC(=O)Nc2nc(cs2)c3ccc(OC)cc3)nc1O,3.78,train,lipo
858,<lipo>|CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,3.66,train,lipo
859,<lipo>|C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Nc13,2.75,train,lipo
860,<lipo>|O=C1C2CCC(N2)C(=O)N1Cc3ccccc3,2.21,train,lipo
861,<lipo>|CN1CCC(=CC1)c2cccc(O)c2,0.53,train,lipo
862,<lipo>|CCCC(=O)N1CCN(CC1)c2nnc(c3ccccc3)c4ccccc24,3.2,train,lipo
863,<lipo>|CC(C)(C)OC(=O)N1CCN(CC1)c2ccc(OCc3ccc(cc3)S(=O)(=O)C)cc2,3.9,train,lipo
864,<lipo>|CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O,2.5,train,lipo
865,<lipo>|COCCNCc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,1.86,train,lipo
866,<lipo>|O[C@@H](CNCCc1ccc(CNCCc2c(Cl)cccc2Cl)cc1)c3ccc(O)c4NC(=O)Sc34,2.3,train,lipo
867,<lipo>|CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c3ccccc3,-1.29,train,lipo
868,<lipo>|NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5,1.3,train,lipo
869,<lipo>|COc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,4.39,train,lipo
870,<lipo>|CCCCOc1nc(N)c2NC(=O)N(Cc3cccc(CC(=O)O)c3)c2n1,0.14,train,lipo
871,<lipo>|Clc1ccc(NC(=O)N2CCN(C[C@@H]3CCCN(Cc4ccccc4)C3)CC2)cc1Cl,4.26,train,lipo
872,<lipo>|CC1CN(C(=O)c2ccccc2)c3ccccc3NC1=O,1.73,train,lipo
873,<lipo>|CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3ccccc3)C(=O)C(F)(F)F,2.26,train,lipo
874,<lipo>|CC(=O)Nc1ccc(cc1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,2.91,train,lipo
875,<lipo>|Cc1cc(NC(=O)Nc2ccc(Cl)cc2)n(n1)c3ccccc3,4.15,train,lipo
876,<lipo>|COc1ccc(cc1)S(=O)(=O)NC2=CC=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C2=O)c3ccccc3,2.5,train,lipo
877,<lipo>|C[C@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,-0.26,train,lipo
878,<lipo>|Clc1ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)NS(=O)(=O)Cc4ccccc4)cc1Cl,2.13,train,lipo
879,<lipo>|CN(C)CCCN(C)S(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,2.16,train,lipo
880,<lipo>|CC(C)(C)OC(=O)N1CCC(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2,2.8,train,lipo
881,<lipo>|O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4nc5ncccc5s4,1.4,train,lipo
882,<lipo>|CCc1csc(n1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,2.1,train,lipo
883,<lipo>|COc1ccc(NC(=O)C=C)cc1,1.68,train,lipo
884,<lipo>|CCCNCc1cnc(s1)c2ccc(cc2)C(=O)Nc3ccccc3N,1.75,train,lipo
885,<lipo>|COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN4CCC[C@@H]4C(=O)N,3.58,train,lipo
886,<lipo>|CO[C@H]1CN(Cc2ccc(cc2)C(F)(F)F)CC[C@H]1N(C)C(=O)Cc3ccc(cc3)n4cnnn4,3.0,train,lipo
887,<lipo>|CCN1CCN(CC1)C(=O)c2cc3cc(Cl)ccc3[nH]2,3.14,train,lipo
888,<lipo>|CN1C(=O)N(CCCCC(=O)C)C(=O)c2c1ncn2C,0.22,train,lipo
889,<lipo>|COc1cc2ncnc(NCc3ccccc3)c2cc1OC,3.29,train,lipo
890,<lipo>|NC1=NC(Nc2c(F)ccc(F)c12)c3occc3,1.2,train,lipo
891,<lipo>|Cc1c(F)ccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,2.23,train,lipo
892,<lipo>|Cc1cccc(CN2C=CN3C(=O)C=C(N=C23)N4CCOCC4)c1,2.8,train,lipo
893,<lipo>|CS(=O)(=O)Nc1ccc(CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23)cc1,1.34,train,lipo
894,<lipo>|COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,1.72,train,lipo
895,<lipo>|Nc1ccc(cc1)C2(CCCCC2)c3ccc(N)cc3,3.2,train,lipo
896,<lipo>|CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(F)cc3)n2,3.62,train,lipo
897,<lipo>|NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,-0.09,train,lipo
898,<lipo>|Nc1ccc(Cl)c(c1)C(=O)NCC23CC4CC(CC(C4)C2)C3,3.45,train,lipo
899,<lipo>|Fc1ccc(cc1)C(NC(=O)CC2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)C5=CNC(=O)C(=C5)Cl,3.12,train,lipo
900,<lipo>|COc1ccccc1CCNCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,0.82,train,lipo
901,<lipo>|CN1CCN(CC1)c2nc3ccccc3cc2Cn4nc(c5ccc6nc(N)sc6c5)c7c(N)ncnc47,3.09,train,lipo
902,<lipo>|CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C(=O)NC1=O,2.3,train,lipo
903,<lipo>|COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C,1.99,train,lipo
904,<lipo>|CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,2.09,train,lipo
905,<lipo>|Oc1ccc(cc1)S(=O)(=O)Nc2nccs2,0.36,train,lipo
906,<lipo>|COc1cc(O)c2C(=O)O[C@@H](C)C\C=C/C(=O)[C@@H](O)[C@@H](O)C\C=C\c2c1,1.64,train,lipo
907,<lipo>|Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3,2.13,train,lipo
908,<lipo>|OC(CCN1CCCC1)(C2CCCCC2)c3ccccc3,1.78,train,lipo
909,<lipo>|COc1cc(OC)cc(c1)c2cc3cnc(N)nc3nc2N,2.14,train,lipo
910,<lipo>|CNC(=O)[C@H]1CCCN1Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC,3.65,train,lipo
911,<lipo>|N[C@@H](Cc1cccs1)C(=O)N[C@]2(C[C@H]2c3ccccc3)C#N,1.5,train,lipo
912,<lipo>|[O-][N+](=O)c1cc(ccc1NCCSc2ccccc2)S(=O)(=O)NC(=O)c3ccc(cc3)N4CCNCC4,-0.04,train,lipo
913,<lipo>|CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,1.48,train,lipo
914,<lipo>|CC(C)(C)c1cc2nc3C(=O)N(Cc4ccccc4)Cc3c(O)n2n1,1.9,train,lipo
915,<lipo>|CCN(CC)C(=O)c1ccc(cc1)[C@@H](N2CCN(Cc3ccc(F)cc3)CC2)c4cccc(NC(=O)C5CC5)c4,3.99,train,lipo
916,<lipo>|CS(=O)(=O)c1ccccc1C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,2.34,train,lipo
917,<lipo>|COC1=CC=C2C(=CC1=O)C(CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,1.12,train,lipo
918,<lipo>|CCCC(=O)Nc1ccc2c3ccccc3C(=O)C(=O)c2c1,2.81,train,lipo
919,<lipo>|OC(=O)c1cc2ccccc2n1Cc3ccccc3,0.78,train,lipo
920,<lipo>|CCC(Oc1ccc(cc1c2ccc(cc2C)S(=O)(=O)CC)C(F)(F)F)C(=O)O,0.31,train,lipo
921,<lipo>|COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,2.18,train,lipo
922,<lipo>|Cc1ccnc(NCc2ccccc2)c1,3.08,train,lipo
923,<lipo>|CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccccn4,0.51,train,lipo
924,<lipo>|CC(C)CCCC(C)\N=C\1/C=CN(Cc2ccccc2)c3cc(Cl)ccc13,1.58,train,lipo
925,<lipo>|Clc1ccc(CNc2nc(nc3ncccc23)N4CCN(CC4)C(=O)[C@@H]5CCCN5)c(Cl)c1,2.41,train,lipo
926,<lipo>|NC(=O)Nc1sc(cc1C(=O)N)c2ccccc2,2.42,train,lipo
927,<lipo>|CCOC(=O)C1=COc2ccccc2C1=O,1.81,train,lipo
