,smiles,prop,SET,data
0,<freesolv>|c1cc(cc(c1)Cl)O,-6.62,train,freesolv
371,<freesolv>|CCC(C)(C)CC,2.56,train,freesolv
372,<freesolv>|Cc1ccc(cc1)C=O,-4.27,train,freesolv
373,<freesolv>|C(Br)Br,-1.96,train,freesolv
374,<freesolv>|CC(C)C=O,-2.86,train,freesolv
375,<freesolv>|CC[C@H](C)O[N+](=O)[O-],-1.82,train,freesolv
376,<freesolv>|CCCCCCCC=O,-2.29,train,freesolv
377,<freesolv>|CCCCCOC(=O)C,-2.51,train,freesolv
378,<freesolv>|CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.25,train,freesolv
379,<freesolv>|CCCCCOC(=O)CC,-2.11,train,freesolv
380,<freesolv>|Cc1ccc(nc1)C,-4.72,train,freesolv
381,<freesolv>|CCC(=O)N,-9.4,train,freesolv
382,<freesolv>|c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1.07,train,freesolv
383,<freesolv>|CCCCC(C)C,2.93,train,freesolv
384,<freesolv>|CCc1ccccc1C,-0.85,train,freesolv
385,<freesolv>|c1cc(cc(c1)O)C#N,-9.65,train,freesolv
386,<freesolv>|CCC(=O)O,-6.46,train,freesolv
387,<freesolv>|c1cc(ccc1Br)Br,-2.3,train,freesolv
388,<freesolv>|c1(=O)[nH]c(=O)[nH]c(=O)[nH]1,-18.06,train,freesolv
389,<freesolv>|CCc1ccc(cc1)O,-6.13,train,freesolv
390,<freesolv>|CCCCc1ccccc1,-0.4,train,freesolv
391,<freesolv>|COP(=S)(OC)SCn1c(=O)c2ccccc2nn1,-10.03,train,freesolv
392,<freesolv>|C[C@@H]1CCCC[C@@H]1C,1.58,train,freesolv
393,<freesolv>|C1CCCC(CC1)O,-5.48,train,freesolv
394,<freesolv>|c1cnccc1C#N,-6.02,train,freesolv
395,<freesolv>|CC(=CCC/C(=C\CO)/C)C,-4.78,train,freesolv
396,<freesolv>|c1cc(cc(c1)O)C=O,-9.52,train,freesolv
397,<freesolv>|COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-7.19,train,freesolv
398,<freesolv>|CCCCCN,-4.09,train,freesolv
399,<freesolv>|c1ccc(c(c1)N)Cl,-4.91,train,freesolv
400,<freesolv>|COC(=O)CCl,-4.0,train,freesolv
401,<freesolv>|CC(C)CBr,-0.03,train,freesolv
402,<freesolv>|C(C(Cl)(Cl)Cl)(Cl)Cl,-1.23,train,freesolv
403,<freesolv>|CCC(=O)OC,-2.93,train,freesolv
404,<freesolv>|C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,-2.55,train,freesolv
405,<freesolv>|CCCCCCOC(=O)C,-2.26,train,freesolv
406,<freesolv>|CC(C)[N+](=O)[O-],-3.13,train,freesolv
407,<freesolv>|C=CCl,-0.59,train,freesolv
408,<freesolv>|CSc1ccccc1,-2.73,train,freesolv
409,<freesolv>|CC(C)(C)OC,-2.21,train,freesolv
410,<freesolv>|CC(C)Cc1cnccn1,-5.04,train,freesolv
411,<freesolv>|CN1CCOCC1,-6.32,train,freesolv
412,<freesolv>|CCc1ccc(cc1)C,-0.95,train,freesolv
413,<freesolv>|C[C@@H]1CC[C@H](CC1=O)C(=C)C,-3.75,train,freesolv
414,<freesolv>|CCC,2.0,train,freesolv
415,<freesolv>|CC(C)(C)C(=O)OC,-2.4,train,freesolv
416,<freesolv>|C([N+](=O)[O-])(Cl)(Cl)Cl,-1.45,train,freesolv
417,<freesolv>|CCCCCc1ccccc1,-0.23,train,freesolv
418,<freesolv>|C(F)(F)Cl,-0.5,train,freesolv
419,<freesolv>|c1ccc2cc(ccc2c1)O,-8.11,train,freesolv
420,<freesolv>|CCCC(C)C,2.51,train,freesolv
421,<freesolv>|CCCCCCCCC(=O)C,-2.34,train,freesolv
422,<freesolv>|CCCC1CCCC1,2.13,train,freesolv
423,<freesolv>|c1ccc(cc1)Cn2ccnc2,-7.63,train,freesolv
424,<freesolv>|CCOC(OCC)Oc1ccccc1,-5.23,train,freesolv
425,<freesolv>|CCC#N,-3.84,train,freesolv
426,<freesolv>|CCC#C,-0.16,train,freesolv
427,<freesolv>|c1ccc2c(c1)cccn2,-5.72,train,freesolv
428,<freesolv>|CCCCC(=O)OCC,-2.49,train,freesolv
429,<freesolv>|COc1cc(c(c(c1O)OC)Cl)C=O,-7.78,train,freesolv
430,<freesolv>|Cc1cc(ccc1Cl)O,-6.79,train,freesolv
431,<freesolv>|CCNc1nc(nc(n1)SC)NC(C)C,-7.65,train,freesolv
432,<freesolv>|Cc1cc(cc(c1)C)C,-0.9,train,freesolv
433,<freesolv>|CCOC(C)OCC,-3.28,train,freesolv
434,<freesolv>|CC(=O)c1cccnc1,-8.26,train,freesolv
435,<freesolv>|CC1CCC(CC1)C,2.11,train,freesolv
436,<freesolv>|Cc1cc2ccccc2cc1C,-2.78,train,freesolv
437,<freesolv>|CCc1cccnc1,-4.59,train,freesolv
438,<freesolv>|CN(CC(F)(F)F)c1ccccc1,-1.92,train,freesolv
439,<freesolv>|CCCCCBr,-0.1,train,freesolv
440,<freesolv>|c1ccc(cc1)CCCO,-6.92,train,freesolv
441,<freesolv>|CCCCC,2.3,train,freesolv
442,<freesolv>|CC(=C)[C@H]1CCC(=CC1)C=O,-4.09,train,freesolv
443,<freesolv>|CC1=CCCCC1,0.67,train,freesolv
444,<freesolv>|CCOP(=S)(OCC)SCSCC,-4.37,train,freesolv
445,<freesolv>|CC(C)OC(=O)C,-2.64,train,freesolv
446,<freesolv>|CCCCC#C,0.29,train,freesolv
447,<freesolv>|CCCCCCCl,0.0,train,freesolv
448,<freesolv>|COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC,-12.74,train,freesolv
449,<freesolv>|CCCCCC,2.48,train,freesolv
450,<freesolv>|CCCOC,-1.66,train,freesolv
451,<freesolv>|CC(C)C=C,1.83,train,freesolv
452,<freesolv>|CC(C)(C)c1ccc(cc1)O,-5.91,train,freesolv
453,<freesolv>|[C@@H](C(F)(F)F)(OC(F)F)Cl,0.1,train,freesolv
454,<freesolv>|CCC(CC)O,-4.35,train,freesolv
455,<freesolv>|C=CCC=C,0.93,train,freesolv
456,<freesolv>|CCOC(=O)c1ccc(cc1)O,-9.2,train,freesolv
457,<freesolv>|C1CCCCC1,1.23,train,freesolv
458,<freesolv>|c1ccc(cc1)S,-2.55,train,freesolv
459,<freesolv>|CC(C)Br,-0.48,train,freesolv
460,<freesolv>|CCCCC=C,1.58,train,freesolv
461,<freesolv>|Cc1cccnc1C,-4.82,train,freesolv
462,<freesolv>|c1cc(ccc1O)Br,-5.85,train,freesolv
463,<freesolv>|CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-6.74,train,freesolv
464,<freesolv>|CCc1cccc(c1)O,-6.25,train,freesolv
465,<freesolv>|CCCCCC(=O)O,-6.21,train,freesolv
466,<freesolv>|Cc1ccccc1C=O,-3.93,train,freesolv
467,<freesolv>|CC(=O)OCCOC(=O)C,-6.34,train,freesolv
468,<freesolv>|c1cc(cc(c1)[N+](=O)[O-])N,-8.84,train,freesolv
469,<freesolv>|CN(C)C=O,-7.81,train,freesolv
470,<freesolv>|CC(C)CC(=O)O,-6.09,train,freesolv
471,<freesolv>|CCC(=O)CC,-3.41,train,freesolv
472,<freesolv>|c1ccc(c(c1)C=O)O,-4.68,train,freesolv
473,<freesolv>|C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],-4.95,train,freesolv
474,<freesolv>|C(Cl)(Cl)Cl,-1.08,train,freesolv
475,<freesolv>|COC(CCl)(OC)OC,-4.59,train,freesolv
476,<freesolv>|CCCCCC=O,-2.81,train,freesolv
477,<freesolv>|CC(=O)O,-6.69,train,freesolv
478,<freesolv>|CCCC/C=C/C,1.68,train,freesolv
479,<freesolv>|C(C(Cl)Cl)Cl,-1.99,train,freesolv
480,<freesolv>|CC(C)C(=O)C,-3.24,train,freesolv
481,<freesolv>|C(C(F)(F)F)Cl,0.06,train,freesolv
482,<freesolv>|c1ccccc1,-0.9,train,freesolv
483,<freesolv>|CS,-1.2,train,freesolv
484,<freesolv>|CCCCCCCCO,-4.09,train,freesolv
485,<freesolv>|c1ccc(c(c1)O)F,-5.29,train,freesolv
486,<freesolv>|CCl,-0.55,train,freesolv
487,<freesolv>|C[C@@H](C(F)(F)F)O,-4.16,train,freesolv
488,<freesolv>|CC(=CCC[C@](C)(C=C)OC(=O)C)C,-2.49,train,freesolv
489,<freesolv>|CCOP(=O)(OCC)OCC,-7.5,train,freesolv
490,<freesolv>|CCCCCCCCN,-3.65,train,freesolv
491,<freesolv>|C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,-25.47,train,freesolv
492,<freesolv>|CC(C)OC(C)C,-0.53,train,freesolv
493,<freesolv>|c1ccc(cc1)CO,-6.62,train,freesolv
494,<freesolv>|CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-2.45,train,freesolv
495,<freesolv>|CNc1ccccc1,-4.69,train,freesolv
496,<freesolv>|NN,-9.3,train,freesolv
497,<freesolv>|c1ccc(cc1)CCO,-6.79,train,freesolv
498,<freesolv>|c1ccnc(c1)Cl,-4.39,train,freesolv
499,<freesolv>|CC(C)O,-4.74,train,freesolv
500,<freesolv>|c1c(c(=O)[nH]c(=O)[nH]1)Br,-18.17,train,freesolv
501,<freesolv>|CCCC(=O)O,-6.35,train,freesolv
502,<freesolv>|CN(C)CCOC(c1ccccc1)c2ccccc2,-9.34,train,freesolv
503,<freesolv>|Cc1ccccc1,-0.9,train,freesolv
504,<freesolv>|C(F)(F)(F)F,3.12,train,freesolv
505,<freesolv>|CS(=O)(=O)Cl,-4.87,train,freesolv
506,<freesolv>|CCCCCC#C,0.6,train,freesolv
507,<freesolv>|CCCCOC[C@H](C)O,-5.73,train,freesolv
508,<freesolv>|CC1(Cc2cccc(c2O1)OC(=O)NC)C,-9.61,train,freesolv
509,<freesolv>|c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl,-3.48,train,freesolv
510,<freesolv>|CCCC=O,-3.18,train,freesolv
511,<freesolv>|CCCC(C)(C)O,-3.92,train,freesolv
512,<freesolv>|C1(C(C(C1(F)F)(F)F)(F)F)(F)F,3.43,train,freesolv
513,<freesolv>|c1c(=O)[nH]c(=O)[nH]c1Cl,-15.83,train,freesolv
0,<freesolv>|COCC(OC)(OC)OC,-5.73,test,freesolv
1,<freesolv>|CCCc1ccc(c(c1)OC)O,-5.26,test,freesolv
2,<freesolv>|Cc1cccc(c1C)O,-6.16,test,freesolv
3,<freesolv>|c1cc2c(cc1Cl)Oc3cc(c(c(c3O2)Cl)Cl)Cl,-3.84,test,freesolv
4,<freesolv>|c1ccc2c(c1)Cc3ccccc3C2,-3.78,test,freesolv
5,<freesolv>|CCC[C@H](C)CC,2.71,test,freesolv
6,<freesolv>|Cc1cnccn1,-5.51,test,freesolv
7,<freesolv>|CC(=O)NC,-10.0,test,freesolv
8,<freesolv>|CCCCC[N+](=O)[O-],-2.82,test,freesolv
9,<freesolv>|CCCCCCO[N+](=O)[O-],-1.66,test,freesolv
10,<freesolv>|CCOc1ccccc1,-2.22,test,freesolv
11,<freesolv>|c1ccc(cc1)Cl,-1.12,test,freesolv
12,<freesolv>|CC(C)(C)c1ccccc1,-0.44,test,freesolv
13,<freesolv>|COc1c(cc(c(c1O)OC)Cl)Cl,-6.44,test,freesolv
14,<freesolv>|CC(=O)C,-3.8,test,freesolv
15,<freesolv>|c1cc[nH]c1,-4.78,test,freesolv
16,<freesolv>|CC(=O)OCC(COC(=O)C)OC(=O)C,-8.84,test,freesolv
17,<freesolv>|CCCCCCc1ccccc1,-0.04,test,freesolv
18,<freesolv>|c1cc(cc(c1)Cl)N,-5.82,test,freesolv
19,<freesolv>|CN(C)C(=O)c1ccc(cc1)OC,-11.01,test,freesolv
20,<freesolv>|CC=O,-3.5,test,freesolv
21,<freesolv>|CCCC(=C)C,1.47,test,freesolv
22,<freesolv>|Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-11.14,test,freesolv
23,<freesolv>|CCOCCO,-6.69,test,freesolv
24,<freesolv>|Cc1ccc(cc1)C(=O)N(C)C,-9.76,test,freesolv
25,<freesolv>|c1ccc2c(c1)Oc3ccc(cc3O2)Cl,-3.1,test,freesolv
26,<freesolv>|Cc1ccc2cc(ccc2c1)C,-2.63,test,freesolv
27,<freesolv>|c1ccc(cc1)N,-5.49,test,freesolv
28,<freesolv>|C(=C(Cl)Cl)Cl,-0.44,test,freesolv
29,<freesolv>|CC(Cl)Cl,-0.84,test,freesolv
30,<freesolv>|CCCCI,-0.25,test,freesolv
31,<freesolv>|Cc1ccc(cc1C)O,-6.5,test,freesolv
32,<freesolv>|Cc1cc(c2ccccc2c1)C,-2.47,test,freesolv
33,<freesolv>|CC[N+](=O)[O-],-3.71,test,freesolv
34,<freesolv>|C(CCl)Cl,-1.79,test,freesolv
35,<freesolv>|C1CC1,0.75,test,freesolv
36,<freesolv>|C(C(CO)O)O,-13.43,test,freesolv
37,<freesolv>|Cc1ccncc1,-4.93,test,freesolv
38,<freesolv>|C(CCl)CCl,-1.89,test,freesolv
39,<freesolv>|CCSC,-1.5,test,freesolv
40,<freesolv>|C=C,1.28,test,freesolv
41,<freesolv>|CCCCCCCC=C,2.06,test,freesolv
42,<freesolv>|C(CO[N+](=O)[O-])CO[N+](=O)[O-],-4.8,test,freesolv
43,<freesolv>|C1=CC(=O)C=CC1=O,-6.5,test,freesolv
44,<freesolv>|CCCCC(=O)C,-3.28,test,freesolv
45,<freesolv>|CCI,-0.74,test,freesolv
46,<freesolv>|C[N+](=O)[O-],-4.02,test,freesolv
47,<freesolv>|c1c(cc(c(c1Cl)Cl)Cl)Cl,-1.62,test,freesolv
48,<freesolv>|c1cc(ccc1N)N(=O)=O,-9.82,test,freesolv
49,<freesolv>|COc1cccc(c1O)OC,-6.96,test,freesolv
50,<freesolv>|c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-4.53,test,freesolv
51,<freesolv>|COP(=O)(OC)OC,-8.7,test,freesolv
52,<freesolv>|N,-4.29,test,freesolv
53,<freesolv>|CCCCCCCC(=O)C,-2.49,test,freesolv
54,<freesolv>|CC(=O)N1CCCC1,-9.8,test,freesolv
55,<freesolv>|CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],-3.51,test,freesolv
56,<freesolv>|C(CO)O,-9.3,test,freesolv
57,<freesolv>|CCOCCOCC,-3.54,test,freesolv
58,<freesolv>|C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],-4.29,test,freesolv
59,<freesolv>|C(CO[N+](=O)[O-])O,-8.18,test,freesolv
60,<freesolv>|CCc1ccccc1O,-5.66,test,freesolv
61,<freesolv>|Cc1ccc(c(c1)OC)O,-5.8,test,freesolv
62,<freesolv>|CC(C)C,2.3,test,freesolv
63,<freesolv>|C(CCl)OCCCl,-4.23,test,freesolv
0,<freesolv>|C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-4.23,valid,freesolv
1,<freesolv>|CC(=O)c1ccc(cc1)OC,-4.4,valid,freesolv
2,<freesolv>|CCCCCCCI,0.27,valid,freesolv
3,<freesolv>|CI,-0.89,valid,freesolv
4,<freesolv>|c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F,-15.46,valid,freesolv
5,<freesolv>|C(C(Cl)(Cl)Cl)Cl,-1.43,valid,freesolv
6,<freesolv>|CCNc1nc(nc(n1)Cl)NCC,-10.22,valid,freesolv
7,<freesolv>|Cc1cccc(c1C)C,-1.21,valid,freesolv
8,<freesolv>|CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],-7.98,valid,freesolv
9,<freesolv>|CCCC=C,1.68,valid,freesolv
10,<freesolv>|c1ccc(cc1)CBr,-2.38,valid,freesolv
11,<freesolv>|CCCC#C,0.01,valid,freesolv
12,<freesolv>|CCC(C)CC,2.51,valid,freesolv
13,<freesolv>|CCCCCCCCCC,3.16,valid,freesolv
14,<freesolv>|CCCCCC(=O)OCC,-2.23,valid,freesolv
15,<freesolv>|CCN(CC)CC,-3.22,valid,freesolv
16,<freesolv>|CCNc1nc(nc(n1)SC)NC(C)(C)C,-6.68,valid,freesolv
17,<freesolv>|C1CCOCC1,-3.12,valid,freesolv
18,<freesolv>|CCCCCO,-4.57,valid,freesolv
19,<freesolv>|c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,-11.53,valid,freesolv
20,<freesolv>|c1ccc(cc1)[N+](=O)[O-],-4.12,valid,freesolv
21,<freesolv>|c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,-2.98,valid,freesolv
22,<freesolv>|CC(C)CCC(C)(C)C,2.93,valid,freesolv
23,<freesolv>|c1cc(cnc1)C=O,-7.1,valid,freesolv
24,<freesolv>|C1CCOC1,-3.47,valid,freesolv
25,<freesolv>|COc1ccc(cc1)C(=O)OC,-5.33,valid,freesolv
26,<freesolv>|c1ccc-2c(c1)Cc3c2cccc3,-3.35,valid,freesolv
27,<freesolv>|CC(C)CC(C)(C)C,2.89,valid,freesolv
28,<freesolv>|CCOC(=O)CCC(=O)OCC,-5.71,valid,freesolv
29,<freesolv>|CCCOCCC,-1.16,valid,freesolv
30,<freesolv>|CN1CCCCC1,-3.88,valid,freesolv
31,<freesolv>|CCCSCCC,-1.28,valid,freesolv
32,<freesolv>|c1ccc(c(c1)O)Cl,-4.55,valid,freesolv
33,<freesolv>|CN1CCN(CC1)C,-7.58,valid,freesolv
34,<freesolv>|CCCBr,-0.56,valid,freesolv
35,<freesolv>|c1c(c(=O)[nH]c(=O)[nH]1)F,-16.92,valid,freesolv
36,<freesolv>|CCCCCCl,-0.1,valid,freesolv
37,<freesolv>|CCCC(=O)C,-3.52,valid,freesolv
38,<freesolv>|c1cc(cc(c1)O)[N+](=O)[O-],-9.62,valid,freesolv
39,<freesolv>|Cc1ccncc1C,-5.22,valid,freesolv
40,<freesolv>|CCCOC(=O)c1ccc(cc1)O,-9.37,valid,freesolv
41,<freesolv>|CC(C)(C)C,2.51,valid,freesolv
42,<freesolv>|CCc1ccncc1,-4.73,valid,freesolv
43,<freesolv>|CC(C)(C)Cl,1.09,valid,freesolv
44,<freesolv>|COCCO,-6.619999999999999,valid,freesolv
45,<freesolv>|C=CCCl,-0.57,valid,freesolv
46,<freesolv>|CC(C)CCO,-4.42,valid,freesolv
47,<freesolv>|C(CO[N+](=O)[O-])O[N+](=O)[O-],-5.73,valid,freesolv
48,<freesolv>|c1c(c(=O)[nH]c(=O)[nH]1)Cl,-17.74,valid,freesolv
49,<freesolv>|c1ccc(cc1)F,-0.8,valid,freesolv
50,<freesolv>|CCc1ccccn1,-4.33,valid,freesolv
51,<freesolv>|c1ccc(cc1)C=O,-4.02,valid,freesolv
52,<freesolv>|CC[C@H](C)c1ccccc1,-0.45,valid,freesolv
53,<freesolv>|Cn1ccnc1,-8.41,valid,freesolv
54,<freesolv>|CN(C)C(=O)Nc1ccccc1,-9.13,valid,freesolv
55,<freesolv>|CC(=O)c1ccccc1,-4.58,valid,freesolv
56,<freesolv>|CS(=O)C,-9.28,valid,freesolv
57,<freesolv>|COC=O,-2.78,valid,freesolv
58,<freesolv>|c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,-9.44,valid,freesolv
59,<freesolv>|CCCO,-4.85,valid,freesolv
60,<freesolv>|Cn1cccc1,-2.89,valid,freesolv
61,<freesolv>|C1CCNCC1,-5.11,valid,freesolv
62,<freesolv>|Cc1ccc(c(c1)O)C,-5.91,valid,freesolv
63,<freesolv>|c1cnc[nH]1,-9.63,valid,freesolv
